RespondentID,Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Datascientist,Database administrator,Desktop applications developer,Developer with stats/math background,DevOps,Embedded developer,Graphic designer,Graphics programming,Machine learning specialist,Mobile developer,Quality assurance engineer,Systems administrator,Web developer,    
47836,India,8809.279107,3,0,0,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1,
47845,Germany,29540.86022,1,0,0,1.00E+03,Not remote,3,0,0,1,1,0,0,0,0,0,0,0,0,0,
47852,India,4316.546763,3,0,1,10,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
47872,Germany,69892.47312,5,1,1,1.00E+04,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1,
47879,United Kingdom,56250,4,1,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
47894,United Kingdom,33750,2,0,1,1,Not remote,7,0,1,0,0,0,0,0,0,0,0,0,1,1,
47896,India,16150.34503,4,1,1,100,Not remote,4,0,0,0,0,0,1,0,0,0,1,0,0,1,
47908,United States,132392,20,0,1,100,Not remote,9,1,1,1,0,0,0,0,0,0,0,0,0,0,
47910,Germany,86021.50538,10,1,1,1.00E+04,Not remote,8,0,0,1,0,0,1,0,0,0,0,0,0,0,
47911,United States,8.50E+04,7,0,1,100,Not remote,8,1,0,1,0,0,1,0,0,0,0,0,0,1,
47912,Canada,35606.06061,1,0,1,20,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1,
47915,Canada,53030.30303,2,0,0,100,Not remote,7,1,1,1,1,0,1,0,0,0,0,0,1,1,
47924,United States,1.50E+05,20,0,0,1.00E+04,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0,
47933,Canada,26515.15152,1,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
47941,Canada,45454.54545,9,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
47947,United States,9.00E+04,1,0,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
47962,Germany,38709.67742,1,1,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
47964,India,13213.91866,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
47975,United Kingdom,43750,5,0,1,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,1,
47979,United States,1.20E+05,6,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0,
47982,United States,1.80E+05,20,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
47983,United States,7.70E+04,1,1,0,5.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48003,United Kingdom,52500,6,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,1,
48009,United States,62500,4,1,1,100,Not remote,6,0,0,0,0,0,0,1,0,0,0,0,0,1,
48017,United States,1.05E+05,9,1,1,1.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48018,Germany,59139.78495,3,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
48019,United States,8.20E+04,6,1,1,1.00E+04,Not remote,8,1,0,1,1,0,0,0,0,0,0,0,0,0,
48025,United States,50300,2,0,0,1.00E+04,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1,
48026,United Kingdom,26250,5,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48030,United States,9.10E+04,10,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48032,United States,1.35E+05,20,1,1,1.00E+04,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
48034,India,27896.05051,7,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48037,United States,7.60E+04,5,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
48044,United States,6.20E+04,1,0,1,20,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1,
48049,United States,51192,7,0,1,5.00E+03,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
48052,United States,7.40E+04,9,0,0,5.00E+03,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1,
48071,United States,1.10E+05,5,1,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48072,United States,1.34E+05,3,1,1,5.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
48079,India,63133.16694,11,0,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48083,India,3523.711643,1,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0,
48092,Germany,58064.51613,6,1,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,1,1,
48099,Germany,69892.47312,3,1,1,1.00E+03,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,1,0,
48112,Germany,38709.67742,3,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48118,United States,1.20E+05,20,0,0,10,Not remote,8,0,0,1,0,1,0,0,0,0,0,0,0,0,
48120,Germany,40860.21505,8,0,1,100,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1,
48132,United States,8.30E+04,10,0,1,20,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1,
48139,United States,7.00E+04,4,0,0,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48143,United States,1.20E+05,5,1,1,1.00E+03,Not remote,3,0,1,0,0,1,0,0,0,1,0,0,0,1,
48154,United States,9.00E+04,16,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48157,United States,1.40E+05,15,0,0,1.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
48160,United States,1.26E+05,3,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48172,India,10277.49229,1,0,1,1.00E+03,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0,
48191,India,16150.34503,2,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48196,Germany,76344.08602,18,1,1,20,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,1,
48223,United States,1.70E+05,20,0,1,100,Not remote,8,0,0,1,1,0,1,0,1,1,0,0,0,0,
48227,India,4991.924827,1,1,1,1.00E+04,Not remote,5,0,0,0,1,0,0,0,0,0,0,0,0,0,
48235,India,5872.852738,18,0,1,1.00E+03,Not remote,9,0,0,1,0,1,0,0,0,0,0,0,1,0,
48245,United States,8.00E+04,16,1,1,20,Remote,8,0,1,0,0,0,0,0,0,0,1,0,1,1,
48246,India,2202.319777,1,1,1,20,Remote,10,0,1,1,0,0,0,0,0,0,1,0,0,1,
48261,United States,6.00E+04,10,1,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48263,United States,9.00E+04,20,0,0,500,Not remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1,
48268,Canada,45454.54545,5,0,1,20,Not remote,6,0,0,0,0,0,0,0,1,0,1,0,0,0,
48269,United States,1.25E+05,4,1,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
48270,United States,4.50E+04,5,1,1,1,Not remote,7,0,1,0,0,0,0,1,0,0,0,0,1,1,
48273,United States,1.05E+05,3,1,1,20,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48280,India,2642.783732,1,0,0,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48282,India,8075.172515,4,1,1,100,Not remote,6,0,0,1,1,1,0,0,0,0,0,0,0,1,
48287,India,8456.907943,4,0,1,100,Not remote,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
48288,India,1174.570548,1,0,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1,
48297,India,17618.55821,1,1,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
48302,India,5733.054643,2,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
48307,India,2.50E+04,7,1,1,20,Remote,7,0,1,0,0,0,0,0,0,0,1,0,0,1,
48319,Germany,43010.75269,3,1,1,10,Not remote,5,0,0,0,0,1,1,0,0,0,0,0,1,0,
48332,United States,6.50E+04,3,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48333,United Kingdom,42500,9,0,0,1.00E+03,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48335,United States,8.20E+04,9,1,0,1.00E+04,Not remote,10,1,1,0,1,0,0,0,1,0,0,0,0,1,
48348,United States,8.50E+04,3,0,0,1.00E+04,Not remote,10,1,0,0,0,0,0,0,0,1,0,0,0,1,
48353,Germany,45161.29032,3,0,1,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48357,United Kingdom,26250,1,0,1,1.00E+03,Not remote,7,1,1,0,1,0,0,0,0,0,0,0,0,0,
48359,United States,9.00E+04,5,1,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
48372,United States,1.40E+05,17,0,1,100,Not remote,10,1,1,0,0,1,0,0,0,0,0,0,1,1,
48376,United States,1.15E+05,2,1,0,5.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48386,United States,1.00E+05,3,0,1,1.00E+04,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,0,
48388,India,8075.172515,4,0,0,1.00E+04,Not remote,3,0,1,0,0,0,0,0,0,0,0,0,0,0,
48392,India,3171.340479,1,0,1,1,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
48395,United States,9.00E+04,1,0,0,1.00E+04,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1,
48398,India,7341.065923,3,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48410,Germany,32258.06452,2,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,1,
48417,United Kingdom,43750,3,0,0,10,Not remote,8,0,1,0,0,0,0,0,0,0,1,0,0,1,
48431,United Kingdom,38750,2,0,1,20,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1,
48432,Germany,46506.45161,6,1,0,1.00E+04,Not remote,7,1,0,0,0,1,0,1,0,0,0,0,1,0,
48441,United States,6.00E+04,2,0,0,10,Not remote,9,1,0,0,1,0,0,0,0,1,0,0,0,0,
48451,Germany,44086.02151,6,1,1,500,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
48458,United Kingdom,81250,17,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48459,United States,1.30E+05,20,0,1,1.00E+04,Not remote,7,0,0,0,0,0,1,0,0,0,1,0,0,1,
48461,United States,7.00E+04,4,1,1,100,Remote,6,0,1,0,0,1,0,0,0,0,0,0,1,1,
48468,United States,9.00E+04,2,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
48477,United Kingdom,1.00E+05,9,0,1,1.00E+04,Not remote,9,0,0,1,0,0,0,0,0,0,1,0,0,1,
48479,United States,59450,1,0,0,1.00E+03,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48482,United States,1.36E+05,5,1,0,5.00E+03,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48483,United States,8.40E+04,4,0,1,5.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
48488,United States,65717,8,1,1,1.00E+04,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,1,
48496,United States,7.20E+04,4,0,1,1.00E+04,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1,
48499,United States,1.30E+05,16,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48502,United Kingdom,37500,4,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48503,United States,9.50E+04,17,0,0,20,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0,
48512,Germany,77419.35484,10,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48517,United States,5.70E+04,20,0,0,100,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1,
48518,United States,8.50E+04,4,1,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
48519,Germany,40860.21505,1,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,1,0,0,0,0,
48520,United Kingdom,4.50E+04,3,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48521,United States,4.20E+04,6,1,1,1,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
48523,United States,1.34E+05,11,0,1,500,Not remote,10,0,0,1,0,0,1,0,0,0,0,0,0,1,
48524,United Kingdom,7.50E+04,17,1,1,100,Remote,9,0,1,1,1,0,0,0,0,0,1,0,0,1,
48528,Canada,106060.6061,20,1,1,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48532,United States,92500,4,1,1,1,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48534,United Kingdom,5.10E+04,4,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
48536,United States,6.30E+04,2,1,1,1.00E+04,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1,
48539,United States,1.17E+05,20,0,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48542,United States,6.20E+04,6,1,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48546,Canada,69696.9697,19,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
48547,United States,7.00E+04,1,0,0,20,Not remote,8,1,0,1,0,0,0,0,0,0,0,0,0,1,
48550,United Kingdom,131250,20,1,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48551,United States,1.05E+05,1,0,1,20,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
48561,United States,6.60E+04,4,0,0,1.00E+03,Not remote,4,1,0,0,0,0,0,0,0,0,0,0,0,0,
48562,United States,8.00E+04,20,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
48569,United States,1.10E+05,6,0,1,20,Not remote,10,0,1,1,1,0,0,0,0,0,1,0,0,1,
48572,United States,8.30E+04,6,0,1,100,Not remote,6,0,0,1,1,0,0,0,0,0,0,0,0,1,
48576,United Kingdom,93750,17,0,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48577,United States,3.00E+04,1,1,1,10,Not remote,6,0,0,0,1,1,1,0,0,0,0,0,0,0,
48581,United States,7.50E+04,5,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,1,0,0,0,
48582,United States,1.24E+05,19,1,0,20,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1,
48583,United States,7.50E+04,18,0,0,20,Remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1,
48587,United States,7.50E+04,5,1,0,500,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0,
48588,United States,9.10E+04,7,1,1,1,Not remote,8,1,1,0,0,1,0,0,0,0,0,1,1,1,
48592,United States,96750,8,0,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48593,United States,1.52E+05,20,0,1,1.00E+04,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0,
48594,United States,9.50E+04,20,1,1,5.00E+03,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1,
48597,United States,1.00E+05,10,1,1,20,Not remote,10,1,0,1,0,0,0,0,0,1,0,0,0,0,
48605,United States,8.70E+04,14,0,1,100,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,1,1,
48608,United States,9.50E+04,5,1,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48609,United States,1.87E+05,20,1,0,20,Remote,10,0,1,1,0,1,0,0,0,0,0,0,1,1,
48610,United Kingdom,7.50E+04,20,0,0,1.00E+03,Not remote,7,0,0,0,1,0,0,0,0,0,0,0,0,0,
48612,United States,1.20E+05,6,1,1,1.00E+04,Not remote,9,0,0,0,1,0,0,0,0,1,0,0,1,0,
48616,United States,7.30E+04,9,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48617,Germany,55913.97849,3,0,1,1.00E+04,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0,
48622,United Kingdom,52500,11,0,1,20,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
48624,United States,8.00E+04,8,1,0,1,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,1,1,
48627,United States,4.50E+04,4,1,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48633,United States,138004,17,0,0,1.00E+04,Remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
48644,United States,8.70E+04,6,0,1,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,0,
48645,United States,8.90E+04,3,0,1,1.00E+03,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,1,
48650,United States,5.70E+04,1,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48653,United States,1.60E+05,15,0,1,1.00E+04,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0,
48654,United States,1.25E+05,20,1,0,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
48657,United States,8.00E+04,2,0,0,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48662,United States,1.20E+05,7,1,1,1.00E+04,Not remote,6,0,0,0,0,1,0,0,0,0,0,0,1,0,
48664,United States,4.40E+04,4,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48665,United States,1.27E+05,14,1,0,100,Remote,9,0,0,1,1,1,1,1,0,0,1,0,0,1,
48666,United States,72500,4,0,1,1.00E+03,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
48670,United States,8.30E+04,2,1,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1,
48677,Canada,62121.21212,20,0,1,500,Not remote,7,0,1,1,0,0,0,0,0,0,1,0,1,1,
48690,United States,1.30E+05,13,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48691,India,8163.265306,2,0,1,1.00E+03,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0,
48703,United States,32796,20,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
48705,India,10571.13493,2,1,0,1.00E+03,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0,
48709,India,44046.39554,3,1,1,100,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1,
48721,United Kingdom,4.00E+04,2,0,1,1.00E+04,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,1,
48727,Germany,59139.78495,4,1,1,5.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48748,United Kingdom,38750,5,0,1,20,Not remote,5,0,1,1,0,0,1,0,0,0,1,0,1,1,
48749,United States,1.75E+05,19,1,0,1.00E+04,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
48751,United States,1.35E+05,5,0,1,1.00E+04,Not remote,10,1,0,0,0,0,0,0,0,0,0,0,0,0,
48765,Germany,48387.09677,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1,
48772,United Kingdom,1.25E+05,7,0,1,100,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1,
48781,Canada,119696.9697,19,0,1,500,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1,
48790,United Kingdom,42500,9,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
48802,Germany,59139.78495,4,0,0,20,Not remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
48805,Germany,63440.86022,3,0,1,1.00E+04,Not remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0,
48808,United States,1.40E+05,20,0,1,5.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
48809,United States,1.47E+05,20,0,1,10,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1,
48817,United Kingdom,38750,5,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48819,India,4404.639554,1,0,1,1,Not remote,5,0,1,0,0,0,0,0,0,0,1,0,0,1,
48820,Germany,53763.44086,3,1,1,20,Not remote,8,1,0,1,0,0,0,0,1,1,0,1,0,0,
48821,Canada,62878.78788,4,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48825,United States,6.40E+04,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48826,United States,1.30E+05,10,1,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
48828,United Kingdom,53750,10,0,1,1.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
48839,United Kingdom,62500,17,1,1,100,Not remote,8,0,0,0,0,0,0,1,0,0,1,0,0,1,
48841,United Kingdom,72500,10,1,1,1.00E+04,Not remote,7,0,1,0,0,1,0,0,0,0,0,0,0,1,
48845,United States,1.00E+05,12,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1,
48859,United States,68750,2,0,1,5.00E+03,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0,
48863,United States,1.05E+05,16,0,1,100,Remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
48864,United States,6.50E+04,5,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
48866,United States,1.10E+05,17,1,1,1.00E+04,Remote,7,0,1,0,0,0,0,0,0,0,0,0,0,1,
48867,United States,82500,3,1,1,500,Not remote,9,0,0,1,0,1,0,0,0,0,1,1,1,1,
48870,United Kingdom,43750,3,1,1,20,Not remote,7,1,0,1,1,0,1,0,0,1,0,0,0,0,
48871,United States,1.60E+05,20,1,1,1,Not remote,10,0,1,0,1,1,0,0,0,0,0,0,1,1,
48873,Germany,48387.09677,4,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48879,United States,9.70E+04,10,0,1,1.00E+03,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
48883,United States,1.00E+05,4,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48884,United States,7.00E+04,2,0,1,500,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,0,
48885,United States,8.80E+04,14,0,0,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48886,United Kingdom,62862.5,5,1,1,10,Not remote,9,0,1,1,0,0,0,0,0,0,0,0,0,1,
48887,United States,6.20E+04,2,0,1,20,Not remote,10,0,0,0,0,0,0,1,0,0,0,0,0,1,
48895,United States,3.30E+04,1,0,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48904,Canada,36363.63636,4,1,1,20,Not remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1,
48905,United Kingdom,52500,2,0,1,1.00E+03,Not remote,6,1,0,0,1,0,0,0,0,0,0,0,0,0,
48908,Canada,103787.8788,20,0,1,500,Not remote,8,0,0,1,1,0,0,0,1,0,0,0,0,0,
48914,United States,1.25E+05,11,0,0,10,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
48915,United Kingdom,5.00E+04,9,0,1,10,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0,
48916,United States,1.08E+05,4,0,1,1.00E+04,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1,
48928,United States,8.50E+04,18,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1,
48929,United States,1.02E+05,18,0,1,1.00E+04,Not remote,9,0,0,1,0,0,0,0,0,0,0,0,0,0,
48932,United States,1.00E+05,2,0,1,1.00E+04,Not remote,9,0,0,1,1,0,1,0,0,0,0,0,0,1,
48943,United States,9.00E+04,14,0,0,5.00E+03,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0,
48952,Canada,113636.3636,20,1,1,500,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,1,1,
48959,United States,87500,2,0,1,20,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1,
48961,Germany,48387.09677,10,0,1,1,Remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1,
48967,United States,8.30E+04,3,1,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0,
48971,United States,1.20E+05,12,0,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0,
48972,United States,1.35E+05,5,1,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,1,1,
48977,United States,1.10E+05,1,0,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,1,1,0,
48978,United States,1.30E+05,6,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
48981,United States,9.70E+04,10,0,0,1.00E+04,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1,
48987,United States,1.40E+05,4,1,1,1.00E+04,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
48995,India,24959.62414,10,0,1,1.00E+04,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
48996,United States,139939,14,1,1,1.00E+03,Not remote,10,0,0,0,0,1,1,1,0,1,1,0,1,1,
48997,India,11745.70548,2,1,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
49027,Germany,96774.19355,7,1,0,1.00E+04,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,0,
49040,United Kingdom,86375,17,0,1,1.00E+03,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
49043,United States,62500,3,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1,
49048,Canada,53030.30303,16,0,0,500,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
49054,Germany,64516.12903,6,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0,
49058,Germany,53763.44086,4,1,1,1.00E+03,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1,
49064,Germany,86021.50538,15,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
49068,Canada,74242.42424,14,0,1,1.00E+04,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
49069,United States,8.80E+04,16,0,1,1.00E+03,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
49071,United States,152900,11,0,1,1.00E+04,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1,
49077,United States,1.20E+04,9,1,0,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1,
49079,United States,1.04E+05,17,1,1,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0,
49109,Germany,4301.075269,1,1,0,5.00E+03,Not remote,5,0,0,1,1,0,0,0,0,0,0,0,0,1,
49111,United States,1.55E+05,20,0,0,20,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0,
49120,United States,1.03E+05,20,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
49121,India,10277.49229,2,1,1,10,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0,
49128,United States,7.50E+04,4,0,1,1.00E+04,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,0,
